"","GEOID","medianhhincome_2019","aian_2019","asian_2019","hhlivingalone_2019","black_2019","blackmedianincome_2019","blackpoverty_2019","familyhouseholds_2019","fouryeardegree_2019","graddegree_2019","hsgrad_2019","latino_2019","latinopoverty_2019","lessthanhs_2019","medianage_2019","grossrent_2019","medianyearbuilt_2019","monthlyhousingcost_2019","multipleraces_2019","nonfamilyhouseholds_2019","numberofhousingunits_2019","over25population_2019","poverty_2019","totalpopulation_2019","vacantunits_2019","white_2019","white25andolder_2019","whitemedianincome_2019","whitepoverty_2019","renters_2019","occupiedunits_2019","vacancyrate_2019","pctwhite_2019","pctblack_2019","pctlatino_2019","pctwhitepoverty_2019","pctblackpoverty_2019","pctlatinopoverty_2019","pctpoverty_2019","pctlessthanhs_2019","pcthsgrad_2019","pctfouryeardegree_2019","pctgraddegree_2019","pctrenters_2019"
"185",39049007954,62487,0,536,967,1013,43453,327,2003,1327,824,1097,736,717,107,30.7,1044,1996,1137,0,1334,3580,5068,1486,8288,243,6385,4053,64973,981,1849,8288,6.7877094972067,77.0390926640927,12.2224903474903,8.88030888030888,15.3641346906813,32.2803553800592,97.4184782608696,17.9295366795367,2.1112865035517,21.6456195737964,26.1838989739542,16.2588792423047,22.3093629343629
"186",39049008000,116563,0,99,145,51,NA,0,1533,1019,571,687,145,145,108,35.2,1308,1992,1621,5,192,1865,3441,180,5373,140,5143,3333,116741,163,100,5373,7.50670241286863,95.7193374278801,0.949190396426577,2.69867857807556,3.16935640676648,0,100,3.3500837520938,3.1386224934612,19.9651264167393,29.6134844521941,16.5940133682069,1.86115764005211
"187",39049008110,49662,0,119,716,576,39042,128,1051,357,224,1345,670,670,408,39.2,814,1959,853,0,893,2022,3149,598,4419,78,3437,2533,49727,426,896,4419,3.85756676557863,77.7777777777778,13.0346232179226,15.1618013125141,12.3945301134711,22.2222222222222,100,13.5324734102738,12.9564941251191,42.7119720546205,11.3369323594792,7.11336932359479,20.2760805612129
"188",39049008120,42240,0,131,401,334,54130,20,980,81,28,1229,826,826,832,37.1,765,1966,785,0,545,1585,2876,563,4093,60,3355,2442,39074,453,568,4093,3.78548895899054,81.9692157341803,8.1602736379184,20.1807964817982,13.5022354694486,5.98802395209581,100,13.7551917908624,28.9290681502086,42.7329624478442,2.81641168289291,0.973574408901252,13.8773515758612
"189",39049008132,53477,0,511,708,811,47797,40,1858,635,224,1369,1279,1279,746,33.6,933,1984,967,0,809,2892,4584,1622,7093,225,5145,3475,62534,1050,1294,7093,7.78008298755187,72.5363033977161,11.4338079796983,18.0318623995488,20.4081632653061,4.93218249075216,100,22.8676159593966,16.2739965095986,29.8647469458988,13.8525305410122,4.88656195462478,18.2433385027492
"190",39049008141,70689,0,248,762,333,NA,10,1856,1329,563,1594,162,162,585,37.3,1013,1994,1218,52,1100,3007,5335,423,7840,51,6883,4762,71722,262,927,7840,1.69604256734287,87.7933673469388,4.24744897959184,2.06632653061224,3.80647973267471,3.003003003003,100,5.39540816326531,10.9653233364574,29.8781630740394,24.9109653233365,10.5529522024367,11.8239795918367
"191",39049008142,52625,0,361,1178,822,NA,340,1798,1634,658,1045,716,716,440,29.9,962,1997,1034,42,1662,3693,4989,1193,7682,233,6005,4110,59811,600,2173,7676,6.30923368535066,78.1697474615985,10.7003384535277,9.32048945587087,9.99167360532889,41.3625304136253,100,15.5298099453267,8.819402685909,20.9460813790339,32.7520545199439,13.1890158348366,28.3090151120375
"192",39049008161,61734,0,189,796,1093,44875,560,2092,584,181,1806,836,836,493,28.8,1053,1994,1079,66,920,3032,4861,1540,8010,20,6370,3888,63656,893,1702,8010,0.659630606860158,79.5255930087391,13.645443196005,10.4369538077403,14.0188383045526,51.2351326623971,100,19.2259675405743,10.1419461016252,37.1528492079819,12.0139888911747,3.72351368031269,21.2484394506866
"193",39049008162,57656,0,408,950,704,55041,114,2377,1225,417,2059,386,386,461,34.4,1003,1989,1075,0,1201,3904,6410,1180,9388,326,7618,5492,66074,969,1059,9388,8.35040983606557,81.1461440136344,7.49893481039625,4.11163187047294,12.7198739826726,16.1931818181818,100,12.5692373242437,7.19188767550702,32.1216848673947,19.1107644305772,6.50546021840874,11.2803579037069
"194",39049008163,32528,0,215,421,490,42422,160,875,310,116,572,964,964,414,30.3,829,1979,794,0,639,1591,2401,1281,3880,77,2548,1674,30962,804,1140,3880,4.83972344437461,65.6701030927835,12.6288659793814,24.8453608247423,31.5541601255887,32.6530612244898,100,33.0154639175258,17.2428154935444,23.8234069137859,12.9112869637651,4.83132028321533,29.3814432989691
"195",39049008164,52123,0,87,353,760,NA,27,1041,378,165,943,765,765,290,30.9,935,1984,953,0,464,1687,2751,795,4498,182,3216,1917,53929,663,740,4498,10.7883817427386,71.498443752779,16.8963983992886,17.0075589150734,20.615671641791,3.55263157894737,100,17.6745220097821,10.5416212286441,34.2784442021083,13.7404580152672,5.99781897491821,16.4517563361494
"196",39049008210,27311,0,13,361,311,26089,116,545,66,32,629,581,573,301,34.4,639,1959,665,0,413,1057,1441,730,2279,99,1762,1144,30616,519,558,2279,9.36613055818354,77.3146116717859,13.64633611233,25.4936375603335,29.4551645856981,37.2990353697749,98.6230636833047,32.0315928038613,20.8882720333102,43.6502428868841,4.58015267175572,2.2206800832755,24.4844229925406
"197",39049008230,43110,0,67,99,1182,31630,648,424,71,41,400,661,638,432,24.4,1081,1967,1081,0,148,788,1146,914,2333,216,840,610,45956,200,572,2256,27.4111675126904,36.0051435919417,50.6643806258037,28.3326189455637,23.8095238095238,54.8223350253807,96.5204236006051,39.177025289327,37.696335078534,34.9040139616056,6.19546247818499,3.57766143106457,25.354609929078
"198",39049008241,45048,0,0,287,388,46117,140,608,174,67,468,319,319,399,31.4,763,1970,781,0,395,1171,1539,624,2377,168,1726,1260,45766,326,669,2377,14.3467122117848,72.6125368111064,16.3230963399243,13.4202776609171,18.8876013904983,36.0824742268041,100,26.2515776188473,25.9259259259259,30.4093567251462,11.3060428849903,4.35347628330084,28.1447202355911
"199",39049008242,71580,0,355,753,460,100662,51,1530,902,597,1315,722,722,250,37.4,881,1985,1027,72,989,2781,4120,905,5569,262,4140,3236,75458,545,954,5569,9.42107155699389,74.3400969653439,8.2600107739271,12.9646256060334,13.1642512077295,11.0869565217391,100,16.2506733704435,6.06796116504854,31.9174757281553,21.8932038834951,14.4902912621359,17.1305440833184
"200",39049008311,35455,12,84,624,1170,13553,761,985,133,70,1231,345,345,757,34.6,780,1967,800,7,823,1965,2877,1353,4515,157,3043,2215,47417,526,1129,4515,7.98982188295165,67.3975636766334,25.9136212624585,7.64119601328904,17.285573447256,65.042735042735,100,29.9667774086379,26.3121306916927,42.7876259993048,4.62287104622871,2.4330900243309,25.0055370985604
"201",39049008312,36717,0,172,551,982,NA,636,935,143,25,1367,788,788,712,32.7,767,1963,781,39,835,1886,2795,1842,4680,116,2701,1863,39016,783,1210,4680,6.15058324496288,57.7136752136752,20.982905982906,16.8376068376068,28.9892632358386,64.7657841140529,100,39.3589743589744,25.474060822898,48.9087656529517,5.11627906976744,0.894454382826476,25.8547008547009
"202",39049008321,52130,0,217,352,100,62917,21,613,256,52,780,142,142,252,44.2,933,1957,865,0,423,1088,1944,392,2524,52,1933,1644,51304,283,274,2524,4.77941176470588,76.5847860538827,3.96196513470681,5.62599049128368,14.6404552509053,21,100,15.5309033280507,12.962962962963,40.1234567901235,13.1687242798354,2.67489711934156,10.8557844690967
"203",39049008322,41292,0,127,746,558,41642,105,1002,260,88,1225,459,459,576,38.3,749,1963,746,22,899,2217,3174,984,4481,316,3257,2518,42020,479,706,4481,14.2534957149301,72.6846686007588,12.4525775496541,10.2432492747155,14.7067853853239,18.8172043010753,100,21.9593840660567,18.1474480151229,38.5948330182735,8.19155639571519,2.77252678008822,15.7554117384512
"204",39049008330,39704,0,0,173,14,NA,5,298,26,0,487,30,30,336,44.6,902,1953,885,16,257,684,1054,226,1372,129,1319,1017,39868,221,286,1372,18.859649122807,96.1370262390671,1.02040816326531,2.1865889212828,16.7551175132676,35.7142857142857,100,16.4723032069971,31.8785578747628,46.2049335863378,2.46679316888046,0,20.8454810495627
"205",39049008340,64718,5,14,475,1055,NA,189,1305,149,130,1737,194,187,941,33.2,940,1976,926,15,622,2029,4073,1382,6267,102,4805,3321,66058,1176,858,5801,5.02710694923608,76.6714536460827,16.8342109462263,3.09558002233924,24.474505723205,17.914691943128,96.3917525773196,22.0520185096537,23.1033636140437,42.6466977657746,3.65823717161797,3.19175055241836,14.7905533528702
"206",39049008350,43162,0,258,1012,2532,16996,569,1499,822,206,1308,687,678,726,32.2,756,1982,808,0,1146,2827,4520,1123,6921,182,3537,2506,62057,524,1546,6827,6.4379200565971,51.1053315994798,36.5843086259211,9.92631122670134,14.8148148148148,22.4723538704581,98.6899563318777,16.2259789047825,16.0619469026549,28.9380530973451,18.1858407079646,4.55752212389381,22.6453786436209
"207",39049008360,67475,0,265,370,939,68787,93,1607,689,144,1708,775,773,548,37.2,1284,1972,1090,0,466,2175,4479,477,6740,102,4842,3577,70000,375,515,6316,4.68965517241379,71.839762611276,13.9317507418398,11.4985163204748,7.74473358116481,9.90415335463259,99.741935483871,7.07715133531157,12.2348738557714,38.1335119446305,15.3828979682965,3.21500334896182,8.15389487017099
"208",39049008370,71912,0,304,625,586,83160,63,2133,801,340,2143,62,62,714,35,1101,1994,1099,21,783,3100,5630,658,8220,184,7087,4895,66203,563,757,8220,5.93548387096774,86.2165450121654,7.12895377128954,0.754257907542579,7.94412304218993,10.7508532423208,100,8.00486618004866,12.6820603907638,38.0639431616341,14.2273534635879,6.03907637655417,9.20924574209246
"209",39049008380,68171,0,148,399,1025,47896,57,1110,465,122,1462,191,119,807,34.5,1008,1990,1141,16,528,1638,4215,430,5848,0,4450,3245,69914,316,541,4368,0,76.09439124487,17.5273597811218,3.26607387140903,7.10112359550562,5.5609756097561,62.303664921466,7.35294117647059,19.1459074733096,34.6856465005931,11.0320284697509,2.8944246737841,12.3855311355311
"210",39049008400,99083,0,85,505,95,21948,0,877,699,991,189,28,26,22,42.6,867,1943,1613,0,572,1502,2364,84,3244,53,3000,2177,108466,84,329,3244,3.52862849533955,92.478421701603,2.92848335388409,0.863131935881628,2.8,0,92.8571428571429,2.58939580764488,0.930626057529611,7.99492385786802,29.5685279187817,41.9204737732657,10.1418002466091
"211",39049008500,96750,0,59,978,51,61705,0,1142,1908,1154,206,186,186,71,32.1,1383,1947,1489,10,1347,2627,4123,163,5373,138,5199,3975,99406,163,1239,5373,5.25314046440807,96.7615857063093,0.949190396426577,3.46175321049693,3.1352183112137,0,100,3.03368695328494,1.72204705311666,4.99636187242299,46.2769827795295,27.9893281591074,23.0597431602457
"212",39049008710,43860,0,79,345,1970,36667,512,658,200,77,738,0,0,275,46.1,832,1958,699,0,407,1211,1987,609,2572,146,374,353,65360,33,372,2567,12.056151940545,14.5412130637636,76.5940902021773,0,8.82352941176471,25.989847715736,NA,23.6780715396579,13.8399597382989,37.1414192249622,10.0654252642174,3.8751887267237,14.4916244643553
"213",39049008720,36413,0,174,629,1393,35272,267,693,171,23,946,308,308,497,45.4,754,1957,733,0,771,1626,2527,604,3178,162,1147,1036,34651,237,707,3172,9.96309963099631,36.0918816865953,43.8325991189427,9.69162995594714,20.6625980819529,19.1672648959081,100,19.0056639395846,19.6675900277008,37.4356944994064,6.76691729323308,0.910170162247725,22.2887767969735
"214",39049008730,28017,0,5,295,1141,29706,551,311,52,27,536,72,62,307,40.5,769,1958,748,32,329,1203,1420,839,1931,563,588,511,22361,208,415,1373,46.7996674979219,30.45054375971,59.0885551527706,3.72863801139306,35.3741496598639,48.2909728308501,86.1111111111111,43.4489901605386,21.6197183098592,37.7464788732394,3.66197183098592,1.90140845070423,30.2257829570284
"215",39049008811,32328,0,0,192,111,19042,18,384,35,13,588,152,148,469,44.9,822,1957,719,0,282,789,1210,520,1732,123,1439,1068,34554,458,220,1732,15.5893536121673,83.0831408775982,6.40877598152425,8.77598152424942,31.8276580958999,16.2162162162162,97.3684210526316,30.0230946882217,38.7603305785124,48.595041322314,2.89256198347107,1.07438016528926,12.70207852194
"216",39049008812,47566,8,120,453,1947,51750,190,786,277,136,614,122,122,319,40.8,766,1965,748,0,460,1440,2253,453,3060,194,822,728,46806,135,339,3049,13.4722222222222,26.8627450980392,63.6274509803922,3.98692810457516,16.4233576642336,9.75860297894196,100,14.8039215686275,14.1588992454505,27.2525521526853,12.294718153573,6.0363959165557,11.1183994752378
"217",39049008813,41272,0,0,290,1719,38714,420,609,181,12,736,46,46,228,41.4,978,1962,808,0,343,1042,1716,490,2436,90,423,285,43371,48,369,2422,8.63723608445297,17.3645320197044,70.5665024630542,1.88834154351396,11.3475177304965,24.4328097731239,100,20.1149425287356,13.2867132867133,42.8904428904429,10.5477855477855,0.699300699300699,15.2353426919901
"218",39049008821,36563,0,0,313,183,NA,183,674,126,16,811,46,46,512,42.9,1046,1957,800,0,346,1137,1821,883,2591,117,2369,1745,39211,700,232,2591,10.2902374670185,91.4318795831725,7.06291007333076,1.77537630258587,29.5483326298016,100,100,34.0795059822462,28.116419549698,44.5359692476661,6.91927512355848,0.878638110928062,8.95407178695484
"219",39049008822,38939,0,103,506,1174,12694,565,1079,159,111,1280,152,145,603,35.6,549,1980,734,14,602,1803,2958,1548,4588,122,2806,2101,43677,542,792,4456,6.76650027731558,61.1595466434176,25.588491717524,3.3129904097646,19.3157519600855,48.1260647359455,95.3947368421053,33.7401918047079,20.3853955375254,43.2724814063556,5.37525354969574,3.7525354969574,17.7737881508079
"220",39049008825,56856,0,41,488,413,75444,0,1790,294,72,2191,259,259,846,34,968,1969,920,0,518,2426,4445,776,6824,118,6064,3870,56989,723,703,6824,4.86397361912613,88.862837045721,6.05216881594373,3.79542790152403,11.9228232189974,0,100,11.3716295427902,19.0326209223847,49.2913385826772,6.61417322834646,1.61979752530934,10.3018757327081
"221",39049008900,70865,0,245,474,563,14750,282,953,940,736,204,164,116,130,21.9,917,1942,1250,11,718,1802,2477,805,5476,131,4353,2051,81563,482,666,4282,7.26970033296337,79.4923301680058,10.2812271731191,2.99488677867056,11.0728233402251,50.088809946714,70.7317073170732,14.7005113221329,5.24828421477594,8.23576907549455,37.9491320145337,29.7133629390392,15.5534796823914
"222",39049009000,149861,0,143,266,184,65268,12,1009,946,987,214,16,16,33,42.5,1029,1950,2081,0,283,1405,2457,125,3489,113,3097,2151,179922,113,323,3489,8.04270462633452,88.7646890226426,5.27371739753511,0.458584121524792,3.64869228285438,6.52173913043478,100,3.58268844941244,1.34310134310134,8.70980870980871,38.5022385022385,40.1709401709402,9.25766695328174
"223",39049009100,130478,0,15,374,213,99844,0,1386,1129,1444,204,190,190,0,40.1,1391,1942,2033,0,403,1866,3157,99,4821,77,4468,2984,137083,70,233,4821,4.12647374062165,92.6778676623107,4.4181705040448,3.94109105994607,1.56669650850492,0,100,2.05351586807716,0,6.46183085207475,35.7617991764333,45.7396262274311,4.83302219456544
"224",39049009210,47442,0,293,1063,2963,35673,492,1122,572,278,1314,760,760,219,30.7,859,1978,859,12,1443,2869,3611,957,5481,304,1432,1099,47796,109,2426,5418,10.5960264900662,26.1266192300675,54.0594781974092,13.8660828316001,7.61173184357542,16.6047924400945,100,17.4603174603175,6.0648019939075,36.388811963445,15.8404873996123,7.69869842148989,44.7766703580657
"225",39049009220,37247,0,3,349,426,13872,148,446,78,25,583,574,574,356,33.6,767,1958,749,0,415,946,1398,530,2205,85,1390,977,44464,300,479,2198,8.98520084566596,63.0385487528345,19.3197278911565,26.031746031746,21.5827338129496,34.7417840375587,100,24.0362811791383,25.4649499284692,41.7024320457797,5.5793991416309,1.78826895565093,21.7925386715196
"226",39049009230,38068,0,124,626,1697,28750,368,1091,300,150,1158,626,626,381,32.5,843,1959,844,109,719,2010,2874,933,4531,200,2173,1527,47024,397,1269,4518,9.95024875621891,47.9585080556169,37.4531008607371,13.8159346722578,18.2696732627704,21.6853270477313,100,20.5914809092915,13.2567849686848,40.2922755741127,10.4384133611691,5.21920668058455,28.0876494023904
"227",39049009240,44911,5,0,190,509,36372,137,481,85,23,501,211,211,314,36,1017,1955,840,0,215,713,1351,271,1874,17,1131,895,50714,126,226,1874,2.38429172510519,60.3521878335112,27.1611526147279,11.2593383137673,11.1405835543767,26.9155206286837,100,14.4610458911419,23.2420429311621,37.0836417468542,6.29163582531458,1.70244263508512,12.059765208111
"228",39049009250,49405,0,0,146,272,38889,78,453,148,34,570,619,619,105,27.9,1052,1959,884,35,173,727,1111,435,1966,101,828,636,63750,81,259,1966,13.8927097661623,42.1159715157681,13.8351983723296,31.4852492370295,9.78260869565217,28.6764705882353,100,22.1261444557477,9.45094509450945,51.3051305130513,13.3213321332133,3.06030603060306,13.1739572736521
"229",39049009311,32250,0,0,433,2020,29313,685,787,281,89,552,228,228,121,32.9,935,1965,914,0,528,1346,2050,851,3224,31,933,794,39769,91,710,3224,2.30312035661218,28.939205955335,62.6550868486352,7.07196029776675,9.7534833869239,33.9108910891089,100,26.3957816377171,5.90243902439024,26.9268292682927,13.7073170731707,4.34146341463415,22.0223325062035
"230",39049009312,32691,0,58,642,2084,29987,423,702,254,186,880,114,114,188,32,788,1971,798,44,799,1624,2357,792,3508,123,990,829,47525,267,1080,3508,7.57389162561576,28.2212086659065,59.4070695553022,3.2497149372862,26.969696969697,20.2975047984645,100,22.5769669327252,7.97624098430208,37.3355960967331,10.7764106915571,7.8913873568095,30.7867730900798
"231",39049009321,42356,0,83,258,1121,39500,346,510,150,65,605,258,258,312,33.4,1085,1958,879,7,337,939,1522,656,2349,92,791,615,48315,209,336,2349,9.79765708200213,33.6739037888463,47.7224350787569,10.9833971902937,26.4222503160556,30.8652988403211,100,27.9267773520647,20.4993429697766,39.7503285151117,9.85545335085414,4.27069645203679,14.3039591315453
"232",39049009322,50170,0,128,369,1600,50370,145,890,256,92,1055,493,493,425,38,943,1960,907,0,441,1467,2486,327,3369,136,1131,937,52679,153,462,3354,9.2706203135651,33.5707925200356,47.4918373404571,14.6334223805283,13.5278514588859,9.0625,100,9.70614425645592,17.0957361222848,42.4376508447305,10.2976669348351,3.70072405470636,13.7745974955277
"233",39049009323,33164,0,0,444,3293,31719,1289,927,143,40,1138,358,358,518,32.4,840,1960,813,0,522,1566,2519,1583,4296,117,466,395,30750,123,1110,4282,7.47126436781609,10.8472998137803,76.6527001862197,8.33333333333333,26.3948497854077,39.1436380200425,100,36.8482309124767,20.5637157602223,45.1766574037316,5.67685589519651,1.58793171893609,25.922466137319
"234",39049009325,25106,22,34,1182,2927,26667,806,845,202,109,825,732,727,556,32.7,691,1976,727,0,1369,2427,3002,1448,4856,213,1211,846,17903,354,1875,4726,8.77626699629172,24.9382207578254,60.2759472817133,15.0741350906096,29.2320396366639,27.5367270242569,99.3169398907104,29.8187808896211,18.5209860093271,27.4816788807462,6.7288474350433,3.6309127248501,39.6741430385104
"235",39049009326,26019,0,26,397,1316,23526,513,427,177,74,375,161,161,286,31.1,728,1973,728,0,477,1050,1241,727,1828,146,367,259,33235,194,904,1828,13.9047619047619,20.0765864332604,71.9912472647702,8.80743982494529,52.8610354223433,38.9817629179331,100,39.7702407002188,23.0459307010475,30.2175664786463,14.262691377921,5.96293311845286,49.45295404814
"236",39049009331,19896,0,0,311,960,18854,399,237,38,40,341,50,50,267,35.4,702,1966,728,0,350,826,910,493,1288,239,123,116,27841,49,519,1288,28.9346246973366,9.54968944099379,74.5341614906832,3.88198757763975,39.8373983739837,41.5625,100,38.2763975155279,29.3406593406593,37.4725274725275,4.17582417582418,4.3956043956044,40.2950310559006
"237",39049009332,51844,0,0,603,2880,51204,561,894,462,285,871,21,21,177,42.9,972,1966,976,12,641,1580,2586,682,3598,45,637,561,60296,57,541,3580,2.84810126582278,17.704280155642,80.0444691495275,0.583657587548638,8.94819466248038,19.4791666666667,100,18.9549749861034,6.84454756380511,33.6813611755607,17.8654292343387,11.0208816705336,15.1117318435754
"238",39049009333,43920,0,182,429,1594,43045,422,498,218,69,597,128,128,217,46.7,719,1958,882,27,504,1117,1702,537,2237,115,335,301,43500,42,547,2237,10.2954341987466,14.9754135002235,71.2561466249441,5.72194903889137,12.5373134328358,26.474278544542,100,24.005364327224,12.7497062279671,35.0763807285546,12.8084606345476,4.05405405405405,24.4523915958873
"239",39049009334,44375,0,0,288,2348,45104,439,788,161,47,861,389,389,280,34.1,964,1961,907,14,380,1271,1978,550,3025,103,384,272,41406,47,498,3016,8.10385523210071,12.6942148760331,77.6198347107438,12.8595041322314,12.2395833333333,18.6967632027257,100,18.1818181818182,14.1557128412538,43.5288169868554,8.13953488372093,2.37613751263903,16.5119363395225
"240",39049009336,37853,0,27,679,1124,33088,333,358,549,150,334,38,38,97,30.2,900,1978,897,9,899,1611,1588,461,2139,354,910,763,43484,121,1141,2139,21.9739292364991,42.5432445067789,52.5479195885928,1.77653108929406,13.2967032967033,29.626334519573,100,21.5521271622253,6.10831234256927,21.0327455919395,34.5717884130982,9.44584382871536,53.3426834969612
"241",39049009337,34899,169,0,777,3564,36200,958,900,311,145,1016,98,98,271,34.8,762,1976,776,0,900,1944,2654,1191,4485,144,569,423,22917,195,1303,4485,7.40740740740741,12.6867335562988,79.4648829431438,2.1850613154961,34.2706502636204,26.8799102132435,100,26.5551839464883,10.2110022607385,38.2818387339864,11.7181612660136,5.46345139412208,29.0523968784838
"242",39049009340,42750,0,0,325,1779,45250,97,784,242,30,669,279,279,300,31,838,1967,819,3,371,1247,1958,639,3234,92,1176,792,38882,498,814,3234,7.37770649558941,36.3636363636364,55.0092764378479,8.62708719851577,42.3469387755102,5.45250140528387,100,19.7588126159555,15.3217568947906,34.167517875383,12.3595505617978,1.53217568947906,25.1700680272109
"243",39049009350,52560,0,0,393,1522,45769,303,667,324,162,651,363,363,216,33.8,940,1973,923,0,472,1209,1884,629,2883,70,1047,754,54464,206,743,2876,5.78990901571547,36.3163371488033,52.7922303156434,12.5910509885536,19.6752626552053,19.9080157687254,100,21.817551161984,11.4649681528662,34.5541401273885,17.1974522292994,8.59872611464968,25.8344923504868
"244",39049009361,55492,0,0,1203,2677,49018,348,1243,806,673,1535,245,245,301,56.2,974,1978,979,0,1332,2682,4363,571,5145,107,2310,2217,62607,220,1293,5118,3.98956002982849,44.8979591836735,52.0310981535471,4.76190476190476,9.52380952380952,12.9996264475159,100,11.0981535471331,6.8989227595691,35.1822140728856,18.473527389411,15.4251661700665,25.263774912075
"245",39049009362,66929,0,98,1012,1403,65375,32,1729,1111,562,1543,582,582,372,44.7,1046,1976,1023,84,1123,2896,4966,473,6727,44,4917,3757,70094,441,434,6727,1.51933701657459,73.0935037906942,20.8562509290917,8.65170209603092,8.96888346552776,2.2808267997149,100,7.03136613646499,7.49093838099074,31.0712847362062,22.3721304873137,11.3169552960129,6.45161290322581
"246",39049009371,40620,0,46,1093,4767,41641,1051,1683,598,134,1864,119,119,185,34,860,1975,875,0,1261,3064,4250,1452,6639,120,1517,1128,38607,363,2323,6467,3.91644908616188,22.8498267811417,71.802982376864,1.79243862027414,23.9288068556361,22.0474092720789,100,21.8707636692273,4.35294117647059,43.8588235294118,14.0705882352941,3.15294117647059,35.9208288232565
"247",39049009372,57361,0,67,432,2728,51528,251,1171,308,156,1358,331,331,227,37,1166,1969,1040,0,462,1775,3045,451,4553,142,1394,1059,59856,187,557,4543,8,30.6171754886888,59.9165385460136,7.26993191302438,13.4146341463415,9.20087976539589,100,9.90555677575225,7.45484400656814,44.5977011494253,10.1149425287356,5.12315270935961,12.260620735197
"248",39049009373,50766,0,56,389,4126,46003,654,1645,478,103,1084,324,317,518,30.8,802,1981,1008,14,467,2252,3801,776,6348,140,1573,1226,58098,122,787,6338,6.21669626998224,24.7794580970384,64.9968494013863,5.10396975425331,7.75588048315321,15.8507028599127,97.8395061728395,12.224322621298,13.6279926335175,28.5188108392528,12.5756379900026,2.70981320705078,12.4171662985169
"249",39049009374,51534,0,212,1189,5256,50216,641,2198,1105,415,2201,727,727,524,33.5,1000,1989,1029,13,1453,3824,6337,1059,9146,173,3219,2449,57547,212,2240,9146,4.52405857740586,35.1957139733217,57.4677454624973,7.94883008965668,6.58589624106865,12.1955859969559,100,11.578832276405,8.26889695439482,34.7325232759981,17.4372731576456,6.54884014517911,24.4915810190247
"250",39049009381,56326,0,241,697,1522,40370,253,1331,668,301,1243,498,498,411,35.2,1052,1980,1063,0,935,2408,3944,721,6097,142,3433,2581,61005,391,1228,6097,5.89700996677741,56.3063801869772,24.9630966048876,8.16795145153354,11.3894552869211,16.622864651774,100,11.8254879448909,10.420892494929,31.5162271805274,16.9371196754564,7.63184584178499,20.1410529768739
"251",39049009382,52083,0,0,497,299,20913,54,670,238,167,747,0,0,114,31.4,984,1960,1010,0,600,1270,1869,195,3041,0,2642,1721,53708,121,503,3041,0,86.8793160144689,9.8322920092075,0,4.57986373959122,18.0602006688963,NA,6.41236435383098,6.09951845906902,39.9678972712681,12.7340823970037,8.93525949705725,16.5406116409076
"252",39049009383,51087,24,29,300,845,41341,178,617,194,101,577,151,151,320,34.3,1000,1963,990,14,383,1040,1832,561,2763,40,1683,1143,57750,376,561,2745,3.84615384615385,60.9120521172638,30.5826999638075,5.46507419471589,22.3410576351753,21.0650887573964,100,20.3040173724213,17.4672489082969,31.4956331877729,10.589519650655,5.51310043668122,20.4371584699454
"253",39049009384,52500,0,42,387,424,42222,70,524,412,106,443,179,179,194,34.1,1029,1963,1037,7,510,1172,1778,425,2496,138,1661,1263,52455,260,521,2486,11.7747440273038,66.5464743589744,16.9871794871795,7.17147435897436,15.6532209512342,16.5094339622642,100,17.0272435897436,10.9111361079865,24.9156355455568,23.1721034870641,5.96175478065242,20.9573612228479
"254",39049009385,70345,0,58,540,1112,88309,96,868,595,390,647,73,73,138,42.8,1067,1989,1195,0,660,1626,2636,232,3538,98,2305,1806,63523,136,588,3531,6.02706027060271,65.1498021481063,31.4301865460712,2.06331260599209,5.9002169197397,8.63309352517986,100,6.55737704918033,5.23520485584219,24.5447647951442,22.5720789074355,14.7951441578149,16.6525063721325
"255",39049009386,42866,0,371,379,1141,44177,88,645,229,74,599,66,66,133,28.5,903,1977,933,6,453,1259,1602,385,2608,161,856,679,41250,108,781,2608,12.7879269261319,32.8220858895706,43.75,2.53067484662577,12.6168224299065,7.7125328659071,100,14.7622699386503,8.30212234706617,37.3907615480649,14.294631710362,4.61922596754057,29.9463190184049
"256",39049009390,87625,0,372,357,1695,109148,0,1759,814,674,999,337,337,116,38.9,1058,1993,1411,0,378,2246,3869,140,6015,109,3469,2460,80156,55,213,6015,4.85307212822796,57.6724854530341,28.1795511221945,5.6026600166251,1.58547131738253,0,100,2.32751454696592,2.99819074696304,25.8206254846214,21.0390281726544,17.4205220987335,3.54114713216958
"257",39049009410,53683,0,0,222,1054,65054,97,836,280,31,951,57,57,219,34.1,990,1970,933,26,261,1137,2126,311,3345,40,2260,1608,53772,214,229,3345,3.51802990325418,67.5635276532138,31.5097159940209,1.70403587443946,9.46902654867257,9.20303605313093,100,9.29745889387145,10.3010348071496,44.7318908748824,13.170272812794,1.45813734713076,6.84603886397608
"258",39049009420,47966,33,98,629,2381,30716,1052,1612,323,111,1906,95,95,524,36,1158,1966,1037,0,697,2501,3919,1434,6298,192,3493,2693,58585,366,1024,6298,7.67692922830868,55.4620514449031,37.8056525881232,1.50841536995872,10.4780990552534,44.1831163376732,100,22.7691330581137,13.3707578463894,48.634855830569,8.24189844348048,2.83235519265119,16.2591298825024
