"","X","GEOID","aian_2021","asian_2021","hhlivingalone_2021","black_2021","blackmedianincome_2021","blackpoverty_2021","familyhouseholds_2021","fouryeardegree_2021","graddegree_2021","hsgrad_2021","latino_2021","latinopoverty_2021","lessthanhs_2021","medianage_2021","grossrent_2021","medianyearbuilt_2021","monthlyhousingcost_2021","multipleraces_2021","nonfamilyhouseholds_2021","numberofhousingunits_2021","over25population_2021","poverty_2021","totalpopulation_2021","vacantunits_2021","whitemalebach_2021","whitemalehs_2021","whitemalelessthanhs_2021","white_2021","white25andolder_2021","whitemedianincome_2021","whitepoverty_2021","whitefemalebach_2021","whitefemalehs_2021","whitefemalelessthanhs_2021","renters_2021","occupiedunits_2021","vacancyrate_2021","pctwhite_2021","pctblack_2021","pctlatino_2021","pctwhitepoverty_2021","pctblackpoverty_2021","pctlatinopoverty_2021","pctpoverty_2021","medianagehousing_2021","pctlessthanhs_2021","whitepctlessthanhs_2021","pcthsgrad_2021","whitepcthsgrad_2021","pctfouryeardegree_2021","whitepctbachabove_2021","pctgraddegree_2021","pctrenters_2021"
"299",299,390490063721,0,125,301,893,NA,NA,645,NA,NA,NA,240,NA,NA,28.8,1191,1987,NA,8,317,996,NA,NA,2314,34,NA,NA,NA,1053,NA,NA,NA,NA,NA,NA,1731,2314,0.034136546184739,45.5056179775281,38.5911840968021,10.371650821089,NA,NA,NA,NA,34,NA,NA,NA,NA,NA,NA,NA,74.8055315471046
"300",300,390490063722,0,202,257,0,NA,NA,292,NA,NA,NA,134,NA,NA,42.8,961,1984,NA,0,313,701,NA,NA,1098,96,NA,NA,NA,841,NA,NA,NA,NA,NA,NA,355,1098,0.136947218259629,76.5938069216758,0,12.2040072859745,NA,NA,NA,NA,37,NA,NA,NA,NA,NA,NA,NA,32.3315118397086
"301",301,390490063723,0,144,190,55,NA,NA,357,NA,NA,NA,792,NA,NA,31.2,1290,1994,NA,0,291,689,NA,NA,1911,41,NA,NA,NA,1527,NA,NA,NA,NA,NA,NA,1681,1839,0.0595065312046444,79.905808477237,2.87807430664574,41.4442700156986,NA,NA,NA,NA,27,NA,NA,NA,NA,NA,NA,NA,91.4083741163676
"302",302,390490063724,0,160,189,246,NA,NA,518,NA,NA,NA,96,NA,NA,30.6,1183,1996,NA,29,222,769,NA,NA,1687,29,NA,NA,NA,1222,NA,NA,NA,NA,NA,NA,1279,1687,0.0377113133940182,72.4362774155305,14.5820983995258,5.69057498518079,NA,NA,NA,NA,25,NA,NA,NA,NA,NA,NA,NA,75.8150563129816
"303",303,390490063841,0,65,150,0,NA,NA,130,NA,NA,NA,28,NA,NA,29.5,1080,1987,NA,0,166,343,NA,NA,502,47,NA,NA,NA,285,NA,NA,NA,NA,NA,NA,502,502,0.137026239067055,56.7729083665339,0,5.57768924302789,NA,NA,NA,NA,34,NA,NA,NA,NA,NA,NA,NA,100
"304",304,390490063842,0,56,79,25,NA,NA,384,NA,NA,NA,113,NA,NA,38.5,1201,1985,NA,13,116,500,NA,NA,1247,0,NA,NA,NA,1085,NA,NA,NA,NA,NA,NA,276,1247,0,87.00882117081,2.00481154771451,9.06174819566961,NA,NA,NA,NA,36,NA,NA,NA,NA,NA,NA,NA,22.1331194867682
"305",305,390490063843,0,152,203,203,NA,NA,330,NA,NA,NA,17,NA,NA,30.9,1166,1986,NA,0,312,746,NA,NA,1188,104,NA,NA,NA,796,NA,NA,NA,NA,NA,NA,1188,1188,0.13941018766756,67.003367003367,17.0875420875421,1.43097643097643,NA,NA,NA,NA,35,NA,NA,NA,NA,NA,NA,NA,100
"306",306,390490063844,0,66,131,151,NA,NA,737,NA,NA,NA,81,NA,NA,39.6,NA,1984,NA,18,131,1048,NA,NA,2723,180,NA,NA,NA,2254,NA,NA,NA,NA,NA,NA,203,2723,0.17175572519084,82.7763496143959,5.54535438854205,2.97466030113845,NA,NA,NA,NA,37,NA,NA,NA,NA,NA,NA,NA,7.45501285347044
"307",307,390490063861,0,267,824,78,NA,NA,297,NA,NA,NA,49,NA,NA,43.6,1500,2003,NA,0,866,1332,NA,NA,1718,169,NA,NA,NA,1341,NA,NA,NA,NA,NA,NA,1266,1718,0.126876876876877,78.0558789289872,4.54016298020955,2.85215366705471,NA,NA,NA,NA,18,NA,NA,NA,NA,NA,NA,NA,73.6903376018626
"308",308,390490063862,0,368,373,126,NA,NA,370,NA,NA,NA,22,NA,NA,30.5,1302,2000,NA,0,510,908,NA,NA,1730,28,NA,NA,NA,1236,NA,NA,NA,NA,NA,NA,1255,1730,0.0308370044052863,71.4450867052023,7.28323699421965,1.27167630057803,NA,NA,NA,NA,21,NA,NA,NA,NA,NA,NA,NA,72.5433526011561
"309",309,390490063863,0,115,113,186,NA,NA,311,NA,NA,NA,9,NA,NA,41.6,1631,1988,NA,0,121,494,NA,NA,1125,62,NA,NA,NA,660,NA,NA,NA,NA,NA,NA,277,1125,0.125506072874494,58.6666666666667,16.5333333333333,0.8,NA,NA,NA,NA,33,NA,NA,NA,NA,NA,NA,NA,24.6222222222222
"310",310,390490063871,0,23,185,397,NA,NA,553,NA,NA,NA,191,NA,NA,30.4,1259,1986,NA,0,248,801,NA,NA,1996,0,NA,NA,NA,1387,NA,NA,NA,NA,NA,NA,1049,1996,0,69.4889779559118,19.8897795591182,9.56913827655311,NA,NA,NA,NA,35,NA,NA,NA,NA,NA,NA,NA,52.5551102204409
"311",311,390490063872,0,0,0,0,NA,NA,325,NA,NA,NA,9,NA,NA,38.8,NA,1966,NA,0,0,325,NA,NA,949,0,NA,NA,NA,886,NA,NA,NA,NA,NA,NA,0,949,0,93.3614330874605,0,0.948366701791359,NA,NA,NA,NA,55,NA,NA,NA,NA,NA,NA,NA,0
"312",312,390490063873,0,0,21,11,NA,NA,293,NA,NA,NA,0,NA,NA,47.8,NA,1980,NA,0,38,372,NA,NA,870,41,NA,NA,NA,814,NA,NA,NA,NA,NA,NA,63,870,0.110215053763441,93.5632183908046,1.26436781609195,0,NA,NA,NA,NA,41,NA,NA,NA,NA,NA,NA,NA,7.24137931034483
"313",313,390490063874,0,212,555,35,NA,NA,253,NA,NA,NA,79,NA,NA,36.4,1287,1993,NA,32,695,1078,NA,NA,1587,130,NA,NA,NA,1268,NA,NA,NA,NA,NA,NA,1050,1587,0.120593692022263,79.8991808443604,2.20541902961563,4.97794580970384,NA,NA,NA,NA,28,NA,NA,NA,NA,NA,NA,NA,66.1625708884688
"314",314,390490063875,0,10,31,0,NA,NA,108,NA,NA,NA,19,NA,NA,50.5,NA,1985,NA,0,31,151,NA,NA,295,12,NA,NA,NA,285,NA,NA,NA,NA,NA,NA,35,295,0.0794701986754967,96.6101694915254,0,6.44067796610169,NA,NA,NA,NA,36,NA,NA,NA,NA,NA,NA,NA,11.864406779661
"315",315,390490063911,0,33,86,29,NA,NA,633,NA,NA,NA,27,NA,NA,40.9,NA,1970,NA,27,86,769,NA,NA,2168,50,NA,NA,NA,1996,NA,NA,NA,NA,NA,NA,0,2168,0.0650195058517555,92.0664206642066,1.33763837638376,1.24538745387454,NA,NA,NA,NA,51,NA,NA,NA,NA,NA,NA,NA,0
"316",316,390490063912,0,162,105,0,NA,NA,566,NA,NA,NA,25,NA,NA,39.4,NA,1977,NA,18,105,690,NA,NA,2075,19,NA,NA,NA,1888,NA,NA,NA,NA,NA,NA,0,2075,0.027536231884058,90.9879518072289,0,1.20481927710843,NA,NA,NA,NA,44,NA,NA,NA,NA,NA,NA,NA,0
"317",317,390490063913,0,149,79,222,NA,NA,330,NA,NA,NA,25,NA,NA,40.7,1625,2003,NA,17,79,451,NA,NA,1279,42,NA,NA,NA,877,NA,NA,NA,NA,NA,NA,76,1279,0.0931263858093126,68.5691946833464,17.357310398749,1.9546520719312,NA,NA,NA,NA,18,NA,NA,NA,NA,NA,NA,NA,5.94214229867084
"318",318,390490063921,0,67,82,34,NA,NA,634,NA,NA,NA,0,NA,NA,40.3,1398,1982,NA,9,146,780,NA,NA,2109,0,NA,NA,NA,1987,NA,NA,NA,NA,NA,NA,370,2109,0,94.2152678994784,1.61213845424372,0,NA,NA,NA,NA,39,NA,NA,NA,NA,NA,NA,NA,17.5438596491228
"319",319,390490063922,0,181,121,30,NA,NA,659,NA,NA,NA,0,NA,NA,44.2,NA,1978,NA,0,153,812,NA,NA,2303,0,NA,NA,NA,2092,NA,NA,NA,NA,NA,NA,8,2303,0,90.8380373425966,1.30264871906209,0,NA,NA,NA,NA,43,NA,NA,NA,NA,NA,NA,NA,0.347372991749891
"320",320,390490063931,0,231,206,160,NA,NA,790,NA,NA,NA,148,NA,NA,40.1,1142,1982,NA,8,291,1113,NA,NA,3026,32,NA,NA,NA,2285,NA,NA,NA,NA,NA,NA,582,3026,0.0287511230907457,75.5122273628553,5.28750826173166,4.89094514210178,NA,NA,NA,NA,39,NA,NA,NA,NA,NA,NA,NA,19.2333113020489
"321",321,390490063932,0,436,98,74,NA,NA,553,NA,NA,NA,19,NA,NA,32.2,1859,1991,NA,10,109,662,NA,NA,2046,0,NA,NA,NA,1507,NA,NA,NA,NA,NA,NA,115,2046,0,73.6559139784946,3.61681329423265,0.928641251221896,NA,NA,NA,NA,30,NA,NA,NA,NA,NA,NA,NA,5.62072336265885
"322",322,390490063933,0,88,85,53,NA,NA,259,NA,NA,NA,29,NA,NA,36.9,869,1980,NA,0,85,344,NA,NA,829,0,NA,NA,NA,612,NA,NA,NA,NA,NA,NA,132,829,0,73.8238841978287,6.39324487334138,3.49819059107358,NA,NA,NA,NA,41,NA,NA,NA,NA,NA,NA,NA,15.9227985524729
"323",323,390490063941,0,87,36,78,NA,NA,294,NA,NA,NA,13,NA,NA,34.8,NA,1985,NA,7,86,380,NA,NA,1033,0,NA,NA,NA,855,NA,NA,NA,NA,NA,NA,45,1033,0,82.7686350435624,7.55082284607938,1.25847047434656,NA,NA,NA,NA,36,NA,NA,NA,NA,NA,NA,NA,4.35624394966118
"324",324,390490063942,0,6,403,0,NA,NA,412,NA,NA,NA,95,NA,NA,36.6,1068,NA,NA,49,443,855,NA,NA,1754,0,NA,NA,NA,1602,NA,NA,NA,NA,NA,NA,284,1754,0,91.3340935005701,0,5.41619156214367,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16.1915621436716
"325",325,390490063951,0,106,873,419,NA,NA,263,NA,NA,NA,10,NA,NA,28.4,1231,1992,NA,0,1009,1295,NA,NA,2045,23,NA,NA,NA,1475,NA,NA,NA,NA,NA,NA,1798,2045,0.0177606177606178,72.1271393643032,20.4889975550122,0.488997555012225,NA,NA,NA,NA,29,NA,NA,NA,NA,NA,NA,NA,87.921760391198
"326",326,390490063952,0,265,236,0,NA,NA,316,NA,NA,NA,55,NA,NA,38.6,1147,1993,NA,0,297,660,NA,NA,1293,47,NA,NA,NA,883,NA,NA,NA,NA,NA,NA,101,1293,0.0712121212121212,68.2907965970611,0,4.25367362722351,NA,NA,NA,NA,28,NA,NA,NA,NA,NA,NA,NA,7.81129156999227
"327",327,390490063953,0,11,80,25,NA,NA,150,NA,NA,NA,9,NA,NA,38.6,1536,1982,NA,0,95,245,NA,NA,572,0,NA,NA,NA,536,NA,NA,NA,NA,NA,NA,172,572,0,93.7062937062937,4.37062937062937,1.57342657342657,NA,NA,NA,NA,39,NA,NA,NA,NA,NA,NA,NA,30.0699300699301
"328",328,390490063961,0,588,436,174,NA,NA,435,NA,NA,NA,20,NA,NA,31,1138,2003,NA,0,646,1138,NA,NA,2266,57,NA,NA,NA,1342,NA,NA,NA,NA,NA,NA,1732,2266,0.0500878734622144,59.2233009708738,7.67872903795234,0.88261253309797,NA,NA,NA,NA,18,NA,NA,NA,NA,NA,NA,NA,76.4342453662842
"329",329,390490063962,0,300,232,75,NA,NA,214,NA,NA,NA,44,NA,NA,54.1,NA,1979,NA,0,254,468,NA,NA,1052,0,NA,NA,NA,645,NA,NA,NA,NA,NA,NA,390,968,0,61.3117870722433,7.12927756653992,4.18250950570342,NA,NA,NA,NA,42,NA,NA,NA,NA,NA,NA,NA,40.2892561983471
"330",330,390490063963,0,155,127,103,NA,NA,448,NA,NA,NA,49,NA,NA,40,1345,1986,NA,0,146,594,NA,NA,1403,0,NA,NA,NA,995,NA,NA,NA,NA,NA,NA,178,1370,0,70.9194583036351,7.34141126158232,3.49251603706344,NA,NA,NA,NA,35,NA,NA,NA,NA,NA,NA,NA,12.992700729927
"331",331,390490063964,0,106,161,166,NA,NA,150,NA,NA,NA,19,NA,NA,30.7,1129,1991,NA,0,269,460,NA,NA,713,41,NA,NA,NA,418,NA,NA,NA,NA,NA,NA,260,713,0.0891304347826087,58.6255259467041,23.2819074333801,2.66479663394109,NA,NA,NA,NA,30,NA,NA,NA,NA,NA,NA,NA,36.4656381486676
"332",332,390490063971,0,125,401,272,NA,NA,246,NA,NA,NA,175,NA,NA,34,1225,1988,NA,0,465,781,NA,NA,1372,70,NA,NA,NA,975,NA,NA,NA,NA,NA,NA,997,1372,0.089628681177977,71.064139941691,19.8250728862974,12.7551020408163,NA,NA,NA,NA,33,NA,NA,NA,NA,NA,NA,NA,72.667638483965
"333",333,390490063972,0,0,139,0,NA,NA,461,NA,NA,NA,96,NA,NA,34.2,1322,1980,NA,34,243,704,NA,NA,1696,0,NA,NA,NA,1459,NA,NA,NA,NA,NA,NA,558,1696,0,86.0259433962264,0,5.66037735849057,NA,NA,NA,NA,41,NA,NA,NA,NA,NA,NA,NA,32.9009433962264
"334",334,390490063973,0,101,125,87,NA,NA,323,NA,NA,NA,24,NA,NA,30.3,1448,1991,NA,0,151,474,NA,NA,1170,0,NA,NA,NA,931,NA,NA,NA,NA,NA,NA,1102,1170,0,79.5726495726496,7.43589743589744,2.05128205128205,NA,NA,NA,NA,30,NA,NA,NA,NA,NA,NA,NA,94.1880341880342
"335",335,390490063974,0,76,111,307,NA,NA,551,NA,NA,NA,33,NA,NA,28,1283,1985,NA,0,152,711,NA,NA,2409,8,NA,NA,NA,1859,NA,NA,NA,NA,NA,NA,1043,2409,0.0112517580872011,77.1689497716895,12.7438771274388,1.36986301369863,NA,NA,NA,NA,36,NA,NA,NA,NA,NA,NA,NA,43.2959734329597
"336",336,390490063981,0,350,85,45,NA,NA,679,NA,NA,NA,25,NA,NA,42.5,NA,2006,NA,0,99,830,NA,NA,2247,52,NA,NA,NA,1759,NA,NA,NA,NA,NA,NA,25,2247,0.0626506024096386,78.2821539830886,2.00267022696929,1.1125945705385,NA,NA,NA,NA,15,NA,NA,NA,NA,NA,NA,NA,1.1125945705385
"337",337,390490063982,0,173,99,61,NA,NA,382,NA,NA,NA,11,NA,NA,48.3,1433,2003,NA,0,110,578,NA,NA,1201,86,NA,NA,NA,956,NA,NA,NA,NA,NA,NA,280,1201,0.14878892733564,79.6003330557868,5.07910074937552,0.915903413821815,NA,NA,NA,NA,18,NA,NA,NA,NA,NA,NA,NA,23.3139050791007
"338",338,390490064101,0,26,18,0,NA,NA,230,NA,NA,NA,3,NA,NA,38.4,NA,1956,NA,0,18,271,NA,NA,766,23,NA,NA,NA,687,NA,NA,NA,NA,NA,NA,0,766,0.0848708487084871,89.686684073107,0,0.391644908616188,NA,NA,NA,NA,65,NA,NA,NA,NA,NA,NA,NA,0
"339",339,390490064102,0,62,179,11,NA,NA,298,NA,NA,NA,35,NA,NA,37.4,1280,1964,NA,0,213,534,NA,NA,1315,23,NA,NA,NA,1234,NA,NA,NA,NA,NA,NA,323,1315,0.0430711610486891,93.8403041825095,0.836501901140684,2.6615969581749,NA,NA,NA,NA,57,NA,NA,NA,NA,NA,NA,NA,24.5627376425856
"340",340,390490064103,0,85,172,0,NA,NA,243,NA,NA,NA,0,NA,NA,37.3,NA,1959,NA,0,202,489,NA,NA,1006,44,NA,NA,NA,893,NA,NA,NA,NA,NA,NA,29,1006,0.0899795501022495,88.7673956262425,0,0,NA,NA,NA,NA,62,NA,NA,NA,NA,NA,NA,NA,2.88270377733598
"341",341,390490064301,0,76,164,24,NA,NA,170,NA,NA,NA,0,NA,NA,44.4,1699,1961,NA,0,192,371,NA,NA,699,9,NA,NA,NA,583,NA,NA,NA,NA,NA,NA,167,699,0.0242587601078167,83.4048640915594,3.43347639484979,0,NA,NA,NA,NA,60,NA,NA,NA,NA,NA,NA,NA,23.8912732474964
"342",342,390490064302,0,206,14,0,NA,NA,413,NA,NA,NA,0,NA,NA,35,2492,1954,NA,0,20,527,NA,NA,1374,94,NA,NA,NA,1107,NA,NA,NA,NA,NA,NA,378,1374,0.178368121442125,80.5676855895197,0,0,NA,NA,NA,NA,67,NA,NA,NA,NA,NA,NA,NA,27.5109170305677
"343",343,390490064303,0,0,63,0,NA,NA,347,NA,NA,NA,0,NA,NA,47.1,NA,1941,NA,0,63,410,NA,NA,1200,0,NA,NA,NA,1175,NA,NA,NA,NA,NA,NA,0,1200,0,97.9166666666667,0,0,NA,NA,NA,NA,80,NA,NA,NA,NA,NA,NA,NA,0
"344",344,390490064304,0,108,138,0,NA,NA,235,NA,NA,NA,267,NA,NA,30.8,1323,1965,NA,0,173,416,NA,NA,1020,8,NA,NA,NA,772,NA,NA,NA,NA,NA,NA,880,1020,0.0192307692307692,75.6862745098039,0,26.1764705882353,NA,NA,NA,NA,56,NA,NA,NA,NA,NA,NA,NA,86.2745098039216
"345",345,390490064305,0,432,54,0,NA,NA,280,NA,NA,NA,16,NA,NA,29.4,1133,1954,NA,0,69,393,NA,NA,965,44,NA,NA,NA,517,NA,NA,NA,NA,NA,NA,701,965,0.111959287531807,53.5751295336788,0,1.6580310880829,NA,NA,NA,NA,67,NA,NA,NA,NA,NA,NA,NA,72.6424870466321
"346",346,390490065001,0,60,95,0,NA,NA,238,NA,NA,NA,12,NA,NA,37.5,784,1952,NA,41,104,342,NA,NA,868,0,NA,NA,NA,712,NA,NA,NA,NA,NA,NA,78,868,0,82.0276497695853,0,1.38248847926267,NA,NA,NA,NA,69,NA,NA,NA,NA,NA,NA,NA,8.98617511520737
"347",347,390490065002,0,8,72,0,NA,NA,248,NA,NA,NA,32,NA,NA,40.5,1615,0,NA,21,72,320,NA,NA,898,0,NA,NA,NA,836,NA,NA,NA,NA,NA,NA,65,898,0,93.0957683741648,0,3.56347438752784,NA,NA,NA,NA,2021,NA,NA,NA,NA,NA,NA,NA,7.23830734966592
"348",348,390490065003,0,41,27,0,NA,NA,286,NA,NA,NA,0,NA,NA,35.3,NA,0,NA,0,35,329,NA,NA,1187,8,NA,NA,NA,1146,NA,NA,NA,NA,NA,NA,0,1187,0.0243161094224924,96.5459140690817,0,0,NA,NA,NA,NA,2021,NA,NA,NA,NA,NA,NA,NA,0
"349",349,390490065004,0,4,94,9,NA,NA,186,NA,NA,NA,0,NA,NA,41.7,NA,1960,NA,28,104,356,NA,NA,775,66,NA,NA,NA,706,NA,NA,NA,NA,NA,NA,126,775,0.185393258426966,91.0967741935484,1.16129032258065,0,NA,NA,NA,NA,61,NA,NA,NA,NA,NA,NA,NA,16.258064516129
"350",350,390490066001,0,9,96,0,NA,NA,372,NA,NA,NA,6,NA,NA,37.5,1313,1950,NA,0,149,584,NA,NA,1383,63,NA,NA,NA,1365,NA,NA,NA,NA,NA,NA,246,1383,0.107876712328767,98.6984815618221,0,0.433839479392625,NA,NA,NA,NA,71,NA,NA,NA,NA,NA,NA,NA,17.7874186550976
"351",351,390490066002,0,7,36,0,NA,NA,449,NA,NA,NA,62,NA,NA,39.6,1188,0,NA,58,83,553,NA,NA,1510,21,NA,NA,NA,1445,NA,NA,NA,NA,NA,NA,104,1510,0.0379746835443038,95.6953642384106,0,4.10596026490066,NA,NA,NA,NA,2021,NA,NA,NA,NA,NA,NA,NA,6.88741721854305
"352",352,390490066003,0,54,232,1,NA,NA,265,NA,NA,NA,21,NA,NA,54.6,1211,1984,NA,0,263,548,NA,NA,1053,20,NA,NA,NA,998,NA,NA,NA,NA,NA,NA,276,1023,0.0364963503649635,94.7768281101614,0.0949667616334283,1.99430199430199,NA,NA,NA,NA,37,NA,NA,NA,NA,NA,NA,NA,26.9794721407625
"353",353,390490067101,0,214,258,149,NA,NA,402,NA,NA,NA,10,NA,NA,40.3,795,1959,NA,10,305,775,NA,NA,1570,68,NA,NA,NA,1129,NA,NA,NA,NA,NA,NA,663,1570,0.087741935483871,71.9108280254777,9.49044585987261,0.636942675159236,NA,NA,NA,NA,62,NA,NA,NA,NA,NA,NA,NA,42.2292993630573
"354",354,390490067102,0,3,109,42,NA,NA,388,NA,NA,NA,10,NA,NA,44.9,1193,1952,NA,19,167,574,NA,NA,1317,19,NA,NA,NA,1253,NA,NA,NA,NA,NA,NA,150,1317,0.0331010452961672,95.1404707668945,3.18906605922551,0.759301442672741,NA,NA,NA,NA,69,NA,NA,NA,NA,NA,NA,NA,11.3895216400911
"355",355,390490067211,0,6,211,70,NA,NA,212,NA,NA,NA,5,NA,NA,48.6,1197,1978,NA,0,247,506,NA,NA,914,47,NA,NA,NA,833,NA,NA,NA,NA,NA,NA,251,914,0.0928853754940712,91.1378555798687,7.65864332603939,0.547045951859956,NA,NA,NA,NA,43,NA,NA,NA,NA,NA,NA,NA,27.4617067833698
"356",356,390490067212,0,35,162,40,NA,NA,250,NA,NA,NA,0,NA,NA,44.8,NA,1965,NA,0,171,429,NA,NA,1032,8,NA,NA,NA,921,NA,NA,NA,NA,NA,NA,16,995,0.0186480186480186,89.2441860465116,3.87596899224806,0,NA,NA,NA,NA,56,NA,NA,NA,NA,NA,NA,NA,1.60804020100503
"357",357,390490067213,0,28,21,0,NA,NA,420,NA,NA,NA,36,NA,NA,43.4,NA,1966,NA,0,21,441,NA,NA,1276,0,NA,NA,NA,1220,NA,NA,NA,NA,NA,NA,77,1276,0,95.6112852664577,0,2.82131661442006,NA,NA,NA,NA,55,NA,NA,NA,NA,NA,NA,NA,6.03448275862069
"358",358,390490067214,0,0,66,0,NA,NA,219,NA,NA,NA,35,NA,NA,37.8,NA,NA,NA,0,80,299,NA,NA,913,0,NA,NA,NA,913,NA,NA,NA,NA,NA,NA,0,913,0,100,0,3.83351588170865,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"359",359,390490067221,0,19,171,39,NA,NA,359,NA,NA,NA,34,NA,NA,46.2,717,1969,NA,34,180,551,NA,NA,1412,12,NA,NA,NA,1246,NA,NA,NA,NA,NA,NA,110,1318,0.0217785843920145,88.2436260623229,2.76203966005666,2.40793201133144,NA,NA,NA,NA,52,NA,NA,NA,NA,NA,NA,NA,8.34597875569044
"360",360,390490067222,0,0,70,22,NA,NA,247,NA,NA,NA,63,NA,NA,36,1102,1966,NA,63,79,337,NA,NA,827,11,NA,NA,NA,742,NA,NA,NA,NA,NA,NA,406,827,0.0326409495548961,89.7218863361548,2.6602176541717,7.61789600967352,NA,NA,NA,NA,55,NA,NA,NA,NA,NA,NA,NA,49.093107617896
"361",361,390490067223,0,0,82,21,NA,NA,181,NA,NA,NA,0,NA,NA,48.9,NA,1964,NA,0,82,263,NA,NA,704,0,NA,NA,NA,683,NA,NA,NA,NA,NA,NA,0,604,0,97.0170454545455,2.98295454545455,0,NA,NA,NA,NA,57,NA,NA,NA,NA,NA,NA,NA,0
"362",362,390490068101,0,0,210,73,NA,NA,351,NA,NA,NA,22,NA,NA,40.9,1155,1952,NA,14,235,624,NA,NA,1286,38,NA,NA,NA,1170,NA,NA,NA,NA,NA,NA,238,1286,0.0608974358974359,90.9797822706065,5.67651632970451,1.71073094867807,NA,NA,NA,NA,69,NA,NA,NA,NA,NA,NA,NA,18.50699844479
"363",363,390490068102,0,0,97,4,NA,NA,331,NA,NA,NA,3,NA,NA,36.2,1691,1948,NA,7,109,440,NA,NA,1151,0,NA,NA,NA,1133,NA,NA,NA,NA,NA,NA,51,1151,0,98.4361424847958,0.347523892267593,0.260642919200695,NA,NA,NA,NA,73,NA,NA,NA,NA,NA,NA,NA,4.43092962641182
"364",364,390490068211,0,38,643,489,NA,NA,350,NA,NA,NA,16,NA,NA,31.5,790,1969,NA,0,766,1334,NA,NA,2009,218,NA,NA,NA,1385,NA,NA,NA,NA,NA,NA,1932,2004,0.163418290854573,68.9397710303634,24.3404678944749,0.79641612742658,NA,NA,NA,NA,52,NA,NA,NA,NA,NA,NA,NA,96.4071856287425
"365",365,390490068212,0,5,384,117,NA,NA,351,NA,NA,NA,9,NA,NA,55,987,1960,NA,19,415,939,NA,NA,1412,173,NA,NA,NA,1252,NA,NA,NA,NA,NA,NA,675,1347,0.184238551650692,88.6685552407932,8.28611898016997,0.637393767705382,NA,NA,NA,NA,61,NA,NA,NA,NA,NA,NA,NA,50.1113585746102
"366",366,390490068221,0,37,96,16,NA,NA,262,NA,NA,NA,88,NA,NA,38.4,1773,1954,NA,4,160,444,NA,NA,1017,22,NA,NA,NA,872,NA,NA,NA,NA,NA,NA,233,1017,0.0495495495495495,85.7423795476893,1.5732546705998,8.65290068829892,NA,NA,NA,NA,67,NA,NA,NA,NA,NA,NA,NA,22.9105211406096
"367",367,390490068222,0,13,255,0,NA,NA,276,NA,NA,NA,24,NA,NA,53.1,965,1961,NA,36,282,558,NA,NA,1021,0,NA,NA,NA,964,NA,NA,NA,NA,NA,NA,148,1016,0,94.4172380019589,0,2.35063663075416,NA,NA,NA,NA,60,NA,NA,NA,NA,NA,NA,NA,14.5669291338583
"368",368,390490069101,0,19,32,4,NA,NA,286,NA,NA,NA,44,NA,NA,40.8,NA,1960,NA,13,33,326,NA,NA,949,7,NA,NA,NA,883,NA,NA,NA,NA,NA,NA,32,949,0.0214723926380368,93.04531085353,0.421496311907271,4.63645943097998,NA,NA,NA,NA,61,NA,NA,NA,NA,NA,NA,NA,3.37197049525817
"369",369,390490069102,0,19,84,8,NA,NA,229,NA,NA,NA,15,NA,NA,38.4,850,1950,NA,16,104,339,NA,NA,831,6,NA,NA,NA,751,NA,NA,NA,NA,NA,NA,35,831,0.0176991150442478,90.3730445246691,0.962695547533093,1.80505415162455,NA,NA,NA,NA,71,NA,NA,NA,NA,NA,NA,NA,4.21179302045728
"370",370,390490069211,0,0,244,419,NA,NA,240,NA,NA,NA,243,NA,NA,32.7,907,1971,NA,0,262,522,NA,NA,1185,20,NA,NA,NA,728,NA,NA,NA,NA,NA,NA,658,1181,0.0383141762452107,61.4345991561181,35.3586497890295,20.5063291139241,NA,NA,NA,NA,50,NA,NA,NA,NA,NA,NA,NA,55.7154953429297
"371",371,390490069212,0,0,113,19,NA,NA,186,NA,NA,NA,0,NA,NA,38.2,1065,1966,NA,0,135,321,NA,NA,657,0,NA,NA,NA,619,NA,NA,NA,NA,NA,NA,216,657,0,94.2161339421613,2.89193302891933,0,NA,NA,NA,NA,55,NA,NA,NA,NA,NA,NA,NA,32.8767123287671
"372",372,390490069213,0,163,187,351,NA,NA,220,NA,NA,NA,74,NA,NA,28.6,907,1977,NA,0,233,481,NA,NA,1021,28,NA,NA,NA,353,NA,NA,NA,NA,NA,NA,958,1007,0.0582120582120582,34.5739471106758,34.3780607247796,7.24779627815867,NA,NA,NA,NA,44,NA,NA,NA,NA,NA,NA,NA,95.1340615690169
"373",373,390490069214,0,0,163,126,NA,NA,215,NA,NA,NA,95,NA,NA,39.4,1134,1962,NA,9,195,427,NA,NA,1058,17,NA,NA,NA,810,NA,NA,NA,NA,NA,NA,276,1058,0.0398126463700234,76.5595463137996,11.9092627599244,8.97920604914934,NA,NA,NA,NA,59,NA,NA,NA,NA,NA,NA,NA,26.0869565217391
"374",374,390490069231,0,0,143,393,NA,NA,226,NA,NA,NA,133,NA,NA,40.9,NA,1967,NA,32,168,394,NA,NA,963,0,NA,NA,NA,532,NA,NA,NA,NA,NA,NA,0,955,0,55.2440290758048,40.809968847352,13.8110072689512,NA,NA,NA,NA,54,NA,NA,NA,NA,NA,NA,NA,0
