"","X","GEOID","aian_2021","asian_2021","hhlivingalone_2021","black_2021","blackmedianincome_2021","blackpoverty_2021","familyhouseholds_2021","fouryeardegree_2021","graddegree_2021","hsgrad_2021","latino_2021","latinopoverty_2021","lessthanhs_2021","medianage_2021","grossrent_2021","medianyearbuilt_2021","monthlyhousingcost_2021","multipleraces_2021","nonfamilyhouseholds_2021","numberofhousingunits_2021","over25population_2021","poverty_2021","totalpopulation_2021","vacantunits_2021","whitemalebach_2021","whitemalehs_2021","whitemalelessthanhs_2021","white_2021","white25andolder_2021","whitemedianincome_2021","whitepoverty_2021","whitefemalebach_2021","whitefemalehs_2021","whitefemalelessthanhs_2021","renters_2021","occupiedunits_2021","vacancyrate_2021","pctwhite_2021","pctblack_2021","pctlatino_2021","pctwhitepoverty_2021","pctblackpoverty_2021","pctlatinopoverty_2021","pctpoverty_2021","medianagehousing_2021","pctlessthanhs_2021","whitepctlessthanhs_2021","pcthsgrad_2021","whitepcthsgrad_2021","pctfouryeardegree_2021","whitepctbachabove_2021","pctgraddegree_2021","pctrenters_2021"
"760",760,390490093112,0,0,51,371,NA,NA,375,NA,NA,NA,106,NA,NA,40.3,1196,1963,NA,19,51,436,NA,NA,1245,10,NA,NA,NA,725,NA,NA,NA,NA,NA,NA,148,1245,0.0229357798165138,58.2329317269076,29.7991967871486,8.5140562248996,NA,NA,NA,NA,58,NA,NA,NA,NA,NA,NA,NA,11.8875502008032
"761",761,390490093113,0,0,160,711,NA,NA,185,NA,NA,NA,122,NA,NA,29.9,935,1974,NA,0,232,417,NA,NA,828,0,NA,NA,NA,105,NA,NA,NA,NA,NA,NA,693,828,0,12.6811594202899,85.8695652173913,14.7342995169082,NA,NA,NA,NA,47,NA,NA,NA,NA,NA,NA,NA,83.695652173913
"762",762,390490093121,0,0,77,682,NA,NA,318,NA,NA,NA,0,NA,NA,29.6,1288,1965,NA,62,77,395,NA,NA,1335,0,NA,NA,NA,444,NA,NA,NA,NA,NA,NA,578,1335,0,33.2584269662921,51.0861423220974,0,NA,NA,NA,NA,56,NA,NA,NA,NA,NA,NA,NA,43.2958801498127
"763",763,390490093122,0,0,195,445,NA,NA,127,NA,NA,NA,55,NA,NA,28.9,870,1974,NA,22,262,437,NA,NA,643,48,NA,NA,NA,128,NA,NA,NA,NA,NA,NA,624,643,0.109839816933638,19.9066874027994,69.2068429237947,8.55365474339036,NA,NA,NA,NA,47,NA,NA,NA,NA,NA,NA,NA,97.045101088647
"764",764,390490093123,0,24,112,362,NA,NA,124,NA,NA,NA,0,NA,NA,45.8,660,1965,NA,0,174,315,NA,NA,714,17,NA,NA,NA,328,NA,NA,NA,NA,NA,NA,374,714,0.053968253968254,45.9383753501401,50.7002801120448,0,NA,NA,NA,NA,56,NA,NA,NA,NA,NA,NA,NA,52.3809523809524
"765",765,390490093124,0,0,116,513,NA,NA,216,NA,NA,NA,276,NA,NA,24.5,937,1975,NA,0,116,364,NA,NA,746,32,NA,NA,NA,38,NA,NA,NA,NA,NA,NA,746,746,0.0879120879120879,5.09383378016086,68.7667560321716,36.9973190348526,NA,NA,NA,NA,46,NA,NA,NA,NA,NA,NA,NA,100
"766",766,390490093211,0,124,87,345,NA,NA,247,NA,NA,NA,0,NA,NA,48,1173,1957,NA,9,127,374,NA,NA,979,0,NA,NA,NA,491,NA,NA,NA,NA,NA,NA,208,979,0,50.1532175689479,35.2400408580184,0,NA,NA,NA,NA,64,NA,NA,NA,NA,NA,NA,NA,21.2461695607763
"767",767,390490093212,0,0,51,235,NA,NA,136,NA,NA,NA,113,NA,NA,32.4,1049,1964,NA,24,79,249,NA,NA,650,34,NA,NA,NA,302,NA,NA,NA,NA,NA,NA,345,650,0.136546184738956,46.4615384615385,36.1538461538462,17.3846153846154,NA,NA,NA,NA,57,NA,NA,NA,NA,NA,NA,NA,53.0769230769231
"768",768,390490093213,0,0,80,1019,NA,NA,256,NA,NA,NA,62,NA,NA,32.2,1537,1957,NA,0,80,362,NA,NA,1568,26,NA,NA,NA,254,NA,NA,NA,NA,NA,NA,515,1568,0.0718232044198895,16.1989795918367,64.9872448979592,3.95408163265306,NA,NA,NA,NA,64,NA,NA,NA,NA,NA,NA,NA,32.844387755102
"769",769,390490093221,0,0,121,402,NA,NA,176,NA,NA,NA,0,NA,NA,42.2,1083,1957,NA,0,191,424,NA,NA,857,57,NA,NA,NA,454,NA,NA,NA,NA,NA,NA,616,857,0.134433962264151,52.975495915986,46.9078179696616,0,NA,NA,NA,NA,64,NA,NA,NA,NA,NA,NA,NA,71.8786464410735
"770",770,390490093222,0,140,283,1193,NA,NA,357,NA,NA,NA,18,NA,NA,35.4,1134,1957,NA,0,339,740,NA,NA,1820,44,NA,NA,NA,456,NA,NA,NA,NA,NA,NA,332,1806,0.0594594594594595,25.0549450549451,65.5494505494506,0.989010989010989,NA,NA,NA,NA,64,NA,NA,NA,NA,NA,NA,NA,18.3831672203765
"771",771,390490093223,7,6,112,458,NA,NA,313,NA,NA,NA,311,NA,NA,35.2,788,1964,NA,0,112,444,NA,NA,983,19,NA,NA,NA,208,NA,NA,NA,NA,NA,NA,440,983,0.0427927927927928,21.1597151576806,46.5920651068159,31.6378433367243,NA,NA,NA,NA,57,NA,NA,NA,NA,NA,NA,NA,44.7609359104781
"772",772,390490093231,0,0,107,369,NA,NA,149,NA,NA,NA,32,NA,NA,29.7,1219,1955,NA,0,107,256,NA,NA,646,0,NA,NA,NA,187,NA,NA,NA,NA,NA,NA,379,646,0,28.9473684210526,57.1207430340557,4.95356037151703,NA,NA,NA,NA,66,NA,NA,NA,NA,NA,NA,NA,58.6687306501548
"773",773,390490093232,0,0,499,850,NA,NA,163,NA,NA,NA,1,NA,NA,44,774,1965,NA,1,552,715,NA,NA,1101,0,NA,NA,NA,243,NA,NA,NA,NA,NA,NA,750,1094,0,22.0708446866485,77.2025431425976,0.0908265213442325,NA,NA,NA,NA,56,NA,NA,NA,NA,NA,NA,NA,68.5557586837294
"774",774,390490093233,0,0,71,1228,NA,NA,284,NA,NA,NA,86,NA,NA,25.3,1006,1959,NA,0,96,426,NA,NA,1338,46,NA,NA,NA,24,NA,NA,NA,NA,NA,NA,1223,1338,0.107981220657277,1.79372197309417,91.7787742899851,6.42750373692078,NA,NA,NA,NA,62,NA,NA,NA,NA,NA,NA,NA,91.4050822122571
"775",775,390490093234,0,0,71,612,NA,NA,180,NA,NA,NA,63,NA,NA,22.3,744,1970,NA,0,78,258,NA,NA,773,0,NA,NA,NA,98,NA,NA,NA,NA,NA,NA,714,773,0,12.6778783958603,79.1720569210867,8.15006468305304,NA,NA,NA,NA,51,NA,NA,NA,NA,NA,NA,NA,92.3673997412678
"776",776,390490093251,53,0,508,482,NA,NA,167,NA,NA,NA,317,NA,NA,34.9,488,1974,NA,0,538,797,NA,NA,1204,92,NA,NA,NA,580,NA,NA,NA,NA,NA,NA,1204,1204,0.11543287327478,48.1727574750831,40.0332225913621,26.328903654485,NA,NA,NA,NA,47,NA,NA,NA,NA,NA,NA,NA,100
"777",777,390490093252,0,0,103,169,NA,NA,51,NA,NA,NA,4,NA,NA,54.1,885,1973,NA,0,124,260,NA,NA,401,85,NA,NA,NA,232,NA,NA,NA,NA,NA,NA,219,281,0.326923076923077,57.85536159601,42.14463840399,0.997506234413965,NA,NA,NA,NA,48,NA,NA,NA,NA,NA,NA,NA,77.9359430604982
"778",778,390490093253,0,0,124,1185,NA,NA,396,NA,NA,NA,358,NA,NA,30.8,888,1978,NA,0,142,571,NA,NA,1654,33,NA,NA,NA,316,NA,NA,NA,NA,NA,NA,1123,1654,0.0577933450087566,19.1051995163241,71.6444981862152,21.6444981862152,NA,NA,NA,NA,43,NA,NA,NA,NA,NA,NA,NA,67.8960096735187
"779",779,390490093254,0,40,263,800,NA,NA,409,NA,NA,NA,446,NA,NA,24.1,867,1977,NA,0,299,708,NA,NA,1695,0,NA,NA,NA,347,NA,NA,NA,NA,NA,NA,1695,1695,0,20.4719764011799,47.1976401179941,26.3126843657817,NA,NA,NA,NA,44,NA,NA,NA,NA,NA,NA,NA,100
"780",780,390490093261,0,0,487,1798,NA,NA,454,NA,NA,NA,331,NA,NA,36.1,812,1967,NA,36,635,1155,NA,NA,2347,66,NA,NA,NA,345,NA,NA,NA,NA,NA,NA,2347,2347,0.0571428571428571,14.6996165317427,76.6084363016617,14.1031103536429,NA,NA,NA,NA,54,NA,NA,NA,NA,NA,NA,NA,100
"781",781,390490093321,0,0,93,793,NA,NA,350,NA,NA,NA,223,NA,NA,30.7,994,1956,NA,0,101,483,NA,NA,1134,32,NA,NA,NA,68,NA,NA,NA,NA,NA,NA,673,1134,0.0662525879917184,5.99647266313933,69.9294532627866,19.6649029982363,NA,NA,NA,NA,65,NA,NA,NA,NA,NA,NA,NA,59.347442680776
"782",782,390490093322,0,0,56,463,NA,NA,96,NA,NA,NA,10,NA,NA,34.9,NA,1962,NA,10,56,152,NA,NA,473,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,110,473,0,0,97.8858350951374,2.11416490486258,NA,NA,NA,NA,59,NA,NA,NA,NA,NA,NA,NA,23.2558139534884
"783",783,390490093323,0,0,59,779,NA,NA,258,NA,NA,NA,59,NA,NA,53.4,NA,1965,NA,51,75,347,NA,NA,864,14,NA,NA,NA,19,NA,NA,NA,NA,NA,NA,173,859,0.0403458213256484,2.19907407407407,90.162037037037,6.8287037037037,NA,NA,NA,NA,56,NA,NA,NA,NA,NA,NA,NA,20.139697322468
"784",784,390490093324,0,0,259,690,NA,NA,347,NA,NA,NA,25,NA,NA,38.1,1225,1985,NA,0,325,672,NA,NA,1314,0,NA,NA,NA,593,NA,NA,NA,NA,NA,NA,562,1304,0,45.1293759512938,52.5114155251142,1.90258751902588,NA,NA,NA,NA,36,NA,NA,NA,NA,NA,NA,NA,43.0981595092025
"785",785,390490093341,0,9,127,873,NA,NA,309,NA,NA,NA,39,NA,NA,33,1062,1957,NA,8,143,462,NA,NA,1287,10,NA,NA,NA,359,NA,NA,NA,NA,NA,NA,635,1287,0.0216450216450216,27.8943278943279,67.8321678321678,3.03030303030303,NA,NA,NA,NA,64,NA,NA,NA,NA,NA,NA,NA,49.3395493395493
"786",786,390490093342,0,26,96,748,NA,NA,253,NA,NA,NA,166,NA,NA,35.9,930,1956,NA,0,96,349,NA,NA,907,0,NA,NA,NA,41,NA,NA,NA,NA,NA,NA,266,898,0,4.52039691289967,82.4696802646086,18.3020948180816,NA,NA,NA,NA,65,NA,NA,NA,NA,NA,NA,NA,29.6213808463252
"787",787,390490093343,0,0,120,769,NA,NA,174,NA,NA,NA,28,NA,NA,42.2,991,1966,NA,0,189,379,NA,NA,875,16,NA,NA,NA,48,NA,NA,NA,NA,NA,NA,375,875,0.0422163588390501,5.48571428571429,87.8857142857143,3.2,NA,NA,NA,NA,55,NA,NA,NA,NA,NA,NA,NA,42.8571428571429
"788",788,390490093361,0,0,167,447,NA,NA,131,NA,NA,NA,10,NA,NA,28.9,1056,1976,NA,10,290,757,NA,NA,801,336,NA,NA,NA,297,NA,NA,NA,NA,NA,NA,634,801,0.443857331571995,37.0786516853933,55.8052434456929,1.24843945068664,NA,NA,NA,NA,45,NA,NA,NA,NA,NA,NA,NA,79.1510611735331
"789",789,390490093362,0,70,384,411,NA,NA,243,NA,NA,NA,138,NA,NA,36.5,1046,1983,NA,15,550,854,NA,NA,1267,61,NA,NA,NA,640,NA,NA,NA,NA,NA,NA,1102,1267,0.0714285714285714,50.5130228887135,32.4388318863457,10.8918705603788,NA,NA,NA,NA,38,NA,NA,NA,NA,NA,NA,NA,86.9771112865035
"790",790,390490093371,0,0,208,716,NA,NA,263,NA,NA,NA,0,NA,NA,42.9,NA,1985,NA,0,218,534,NA,NA,1062,53,NA,NA,NA,251,NA,NA,NA,NA,NA,NA,590,1062,0.099250936329588,23.6346516007533,67.4199623352166,0,NA,NA,NA,NA,36,NA,NA,NA,NA,NA,NA,NA,55.5555555555556
"791",791,390490093372,0,0,51,1242,NA,NA,401,NA,NA,NA,0,NA,NA,32.1,916,1967,NA,0,61,468,NA,NA,1320,6,NA,NA,NA,51,NA,NA,NA,NA,NA,NA,852,1320,0.0128205128205128,3.86363636363636,94.0909090909091,0,NA,NA,NA,NA,54,NA,NA,NA,NA,NA,NA,NA,64.5454545454545
"792",792,390490093373,0,0,76,508,NA,NA,185,NA,NA,NA,7,NA,NA,41.4,789,1971,NA,0,144,329,NA,NA,809,0,NA,NA,NA,206,NA,NA,NA,NA,NA,NA,356,809,0,25.4635352286774,62.7935723114957,0.865265760197775,NA,NA,NA,NA,50,NA,NA,NA,NA,NA,NA,NA,44.0049443757726
"793",793,390490093374,0,0,169,1108,NA,NA,247,NA,NA,NA,79,NA,NA,30.8,852,1977,NA,0,199,454,NA,NA,1206,8,NA,NA,NA,98,NA,NA,NA,NA,NA,NA,1127,1206,0.0176211453744493,8.12603648424544,91.8739635157546,6.55058043117745,NA,NA,NA,NA,44,NA,NA,NA,NA,NA,NA,NA,93.4494195688225
"794",794,390490093401,0,0,109,604,NA,NA,410,NA,NA,NA,176,NA,NA,27.1,1063,1964,NA,28,109,569,NA,NA,1682,50,NA,NA,NA,874,NA,NA,NA,NA,NA,NA,1348,1682,0.0878734622144113,51.961950059453,35.909631391201,10.4637336504162,NA,NA,NA,NA,57,NA,NA,NA,NA,NA,NA,NA,80.1426872770511
"795",795,390490093402,0,0,557,929,NA,NA,282,NA,NA,NA,107,NA,NA,36.9,815,1984,NA,21,586,878,NA,NA,1535,10,NA,NA,NA,468,NA,NA,NA,NA,NA,NA,974,1535,0.0113895216400911,30.4885993485342,60.5211726384365,6.97068403908795,NA,NA,NA,NA,37,NA,NA,NA,NA,NA,NA,NA,63.4527687296417
"796",796,390490093501,0,0,269,1593,NA,NA,634,NA,NA,NA,372,NA,NA,34.8,880,1973,NA,53,305,1058,NA,NA,2589,119,NA,NA,NA,727,NA,NA,NA,NA,NA,NA,1177,2582,0.112476370510397,28.0803398995751,61.5295480880649,14.3684820393975,NA,NA,NA,NA,48,NA,NA,NA,NA,NA,NA,NA,45.5848179705655
"797",797,390490093502,0,0,189,586,NA,NA,188,NA,NA,NA,0,NA,NA,29.9,1043,1970,NA,0,241,429,NA,NA,890,0,NA,NA,NA,263,NA,NA,NA,NA,NA,NA,751,890,0,29.5505617977528,65.8426966292135,0,NA,NA,NA,NA,51,NA,NA,NA,NA,NA,NA,NA,84.3820224719101
"798",798,390490093611,0,0,264,333,NA,NA,132,NA,NA,NA,0,NA,NA,58.5,827,1968,NA,0,288,420,NA,NA,648,0,NA,NA,NA,315,NA,NA,NA,NA,NA,NA,204,648,0,48.6111111111111,51.3888888888889,0,NA,NA,NA,NA,53,NA,NA,NA,NA,NA,NA,NA,31.4814814814815
"799",799,390490093612,0,0,375,999,NA,NA,336,NA,NA,NA,34,NA,NA,33,1036,1982,NA,0,375,711,NA,NA,1356,0,NA,NA,NA,119,NA,NA,NA,NA,NA,NA,1113,1356,0,8.77581120943953,73.6725663716814,2.50737463126844,NA,NA,NA,NA,39,NA,NA,NA,NA,NA,NA,NA,82.0796460176991
"800",800,390490093613,0,0,257,606,NA,NA,578,NA,NA,NA,93,NA,NA,62,730,2001,NA,50,287,865,NA,NA,1379,0,NA,NA,NA,649,NA,NA,NA,NA,NA,NA,255,1367,0,47.0630891950689,43.9448875997099,6.74401740391588,NA,NA,NA,NA,20,NA,NA,NA,NA,NA,NA,NA,18.6539868324799
"801",801,390490093614,0,0,490,911,NA,NA,427,NA,NA,NA,9,NA,NA,57,1425,1979,NA,0,499,926,NA,NA,1848,0,NA,NA,NA,913,NA,NA,NA,NA,NA,NA,806,1810,0,49.4047619047619,49.2965367965368,0.487012987012987,NA,NA,NA,NA,42,NA,NA,NA,NA,NA,NA,NA,44.5303867403315
"802",802,390490093721,0,45,49,705,NA,NA,363,NA,NA,NA,0,NA,NA,31.2,1121,1971,NA,25,64,427,NA,NA,1169,0,NA,NA,NA,329,NA,NA,NA,NA,NA,NA,600,1164,0,28.1437125748503,60.3079555175364,0,NA,NA,NA,NA,50,NA,NA,NA,NA,NA,NA,NA,51.5463917525773
"803",803,390490093722,0,0,19,279,NA,NA,200,NA,NA,NA,0,NA,NA,46,1011,1965,NA,0,35,368,NA,NA,626,133,NA,NA,NA,281,NA,NA,NA,NA,NA,NA,201,626,0.361413043478261,44.888178913738,44.5686900958466,0,NA,NA,NA,NA,56,NA,NA,NA,NA,NA,NA,NA,32.1086261980831
"804",804,390490093723,0,23,166,734,NA,NA,325,NA,NA,NA,0,NA,NA,42.2,1302,1967,NA,0,177,523,NA,NA,1034,21,NA,NA,NA,213,NA,NA,NA,NA,NA,NA,638,1031,0.0401529636711281,20.5996131528046,70.9864603481625,0,NA,NA,NA,NA,54,NA,NA,NA,NA,NA,NA,NA,61.8816682832202
"805",805,390490093724,0,28,168,977,NA,NA,400,NA,NA,NA,452,NA,NA,30.6,1401,1979,NA,66,178,595,NA,NA,1925,17,NA,NA,NA,468,NA,NA,NA,NA,NA,NA,632,1925,0.0285714285714286,24.3116883116883,50.7532467532467,23.4805194805195,NA,NA,NA,NA,42,NA,NA,NA,NA,NA,NA,NA,32.8311688311688
"806",806,390490093731,0,31,94,2544,NA,NA,884,NA,NA,NA,126,NA,NA,25.4,1219,2003,NA,102,105,998,NA,NA,3367,9,NA,NA,NA,460,NA,NA,NA,NA,NA,NA,1411,3361,0.00901803607214429,13.6620136620137,75.5568755568756,3.74220374220374,NA,NA,NA,NA,18,NA,NA,NA,NA,NA,NA,NA,41.9815531091937
"807",807,390490093732,0,0,163,310,NA,NA,365,NA,NA,NA,185,NA,NA,33.3,746,1972,NA,10,233,598,NA,NA,1571,0,NA,NA,NA,1064,NA,NA,NA,NA,NA,NA,483,1571,0,67.7275620623807,19.7326543602801,11.7759388924252,NA,NA,NA,NA,49,NA,NA,NA,NA,NA,NA,NA,30.7447485677912
"808",808,390490093733,0,0,76,779,NA,NA,243,NA,NA,NA,35,NA,NA,30.3,NA,1973,NA,29,76,354,NA,NA,950,35,NA,NA,NA,106,NA,NA,NA,NA,NA,NA,253,950,0.0988700564971751,11.1578947368421,82,3.68421052631579,NA,NA,NA,NA,48,NA,NA,NA,NA,NA,NA,NA,26.6315789473684
"809",809,390490093734,0,14,102,444,NA,NA,166,NA,NA,NA,45,NA,NA,34.2,NA,1964,NA,0,126,335,NA,NA,799,43,NA,NA,NA,323,NA,NA,NA,NA,NA,NA,14,796,0.128358208955224,40.4255319148936,55.5694618272841,5.63204005006258,NA,NA,NA,NA,57,NA,NA,NA,NA,NA,NA,NA,1.75879396984925
"810",810,390490093811,0,75,207,272,NA,NA,307,NA,NA,NA,300,NA,NA,34.4,993,1976,NA,0,275,613,NA,NA,1420,31,NA,NA,NA,889,NA,NA,NA,NA,NA,NA,833,1420,0.0505709624796085,62.6056338028169,19.1549295774648,21.1267605633803,NA,NA,NA,NA,45,NA,NA,NA,NA,NA,NA,NA,58.6619718309859
"811",811,390490093812,0,130,58,184,NA,NA,315,NA,NA,NA,76,NA,NA,39.7,NA,1969,NA,0,58,373,NA,NA,1002,0,NA,NA,NA,634,NA,NA,NA,NA,NA,NA,160,1002,0,63.2734530938124,18.3632734530938,7.58483033932136,NA,NA,NA,NA,52,NA,NA,NA,NA,NA,NA,NA,15.9680638722555
"812",812,390490093813,0,62,328,1649,NA,NA,498,NA,NA,NA,57,NA,NA,24.6,1129,1988,NA,0,443,1000,NA,NA,2520,59,NA,NA,NA,777,NA,NA,NA,NA,NA,NA,2007,2520,0.059,30.8333333333333,65.4365079365079,2.26190476190476,NA,NA,NA,NA,33,NA,NA,NA,NA,NA,NA,NA,79.6428571428571
"813",813,390490093814,0,151,229,882,NA,NA,311,NA,NA,NA,63,NA,NA,41.1,1328,1989,NA,0,295,606,NA,NA,1959,0,NA,NA,NA,774,NA,NA,NA,NA,NA,NA,1588,1959,0,39.509954058193,45.0229709035222,3.21592649310873,NA,NA,NA,NA,32,NA,NA,NA,NA,NA,NA,NA,81.0617662072486
"814",814,390490093821,0,71,672,509,NA,NA,409,NA,NA,NA,0,NA,NA,46.4,960,1988,NA,39,708,1180,NA,NA,1906,63,NA,NA,NA,1193,NA,NA,NA,NA,NA,NA,969,1906,0.0533898305084746,62.591815320042,26.7051416579223,0,NA,NA,NA,NA,33,NA,NA,NA,NA,NA,NA,NA,50.8394543546695
"815",815,390490093822,0,0,153,11,NA,NA,267,NA,NA,NA,0,NA,NA,30,1038,1955,NA,7,191,458,NA,NA,1096,0,NA,NA,NA,1048,NA,NA,NA,NA,NA,NA,461,1096,0,95.6204379562044,1.0036496350365,0,NA,NA,NA,NA,66,NA,NA,NA,NA,NA,NA,NA,42.0620437956204
"816",816,390490093831,0,0,164,31,NA,NA,215,NA,NA,NA,20,NA,NA,35.4,1034,1964,NA,0,216,435,NA,NA,1134,4,NA,NA,NA,1028,NA,NA,NA,NA,NA,NA,399,1134,0.00919540229885057,90.652557319224,2.7336860670194,1.7636684303351,NA,NA,NA,NA,57,NA,NA,NA,NA,NA,NA,NA,35.1851851851852
"817",817,390490093832,0,0,283,669,NA,NA,383,NA,NA,NA,276,NA,NA,33.7,906,1959,NA,102,396,799,NA,NA,1741,20,NA,NA,NA,868,NA,NA,NA,NA,NA,NA,1096,1721,0.0250312891113892,49.8564043653073,38.4261918437679,15.8529580700747,NA,NA,NA,NA,62,NA,NA,NA,NA,NA,NA,NA,63.683904706566
"818",818,390490093841,0,126,237,323,NA,NA,396,NA,NA,NA,206,NA,NA,33,1133,1965,NA,0,313,749,NA,NA,1830,40,NA,NA,NA,1000,NA,NA,NA,NA,NA,NA,1038,1822,0.0534045393858478,54.6448087431694,17.6502732240437,11.2568306010929,NA,NA,NA,NA,56,NA,NA,NA,NA,NA,NA,NA,56.9703622392975
"819",819,390490093842,0,0,166,93,NA,NA,158,NA,NA,NA,31,NA,NA,48.3,750,1963,NA,0,199,415,NA,NA,718,58,NA,NA,NA,559,NA,NA,NA,NA,NA,NA,357,718,0.139759036144578,77.8551532033426,12.9526462395543,4.31754874651811,NA,NA,NA,NA,58,NA,NA,NA,NA,NA,NA,NA,49.7214484679666
"820",820,390490093851,0,0,205,289,NA,NA,342,NA,NA,NA,0,NA,NA,41.5,1591,1972,NA,0,250,635,NA,NA,1327,43,NA,NA,NA,994,NA,NA,NA,NA,NA,NA,148,1321,0.0677165354330709,74.9058025621703,21.7784476262246,0,NA,NA,NA,NA,49,NA,NA,NA,NA,NA,NA,NA,11.2036336109008
"821",821,390490093852,0,0,129,135,NA,NA,141,NA,NA,NA,61,NA,NA,26.5,1110,1985,NA,0,193,334,NA,NA,697,0,NA,NA,NA,562,NA,NA,NA,NA,NA,NA,697,697,0,80.6312769010043,19.3687230989957,8.75179340028694,NA,NA,NA,NA,36,NA,NA,NA,NA,NA,NA,NA,100
"822",822,390490093853,0,147,264,615,NA,NA,421,NA,NA,NA,0,NA,NA,57.9,1089,1995,NA,0,293,745,NA,NA,1506,31,NA,NA,NA,673,NA,NA,NA,NA,NA,NA,374,1506,0.0416107382550336,44.6879150066401,40.8366533864542,0,NA,NA,NA,NA,26,NA,NA,NA,NA,NA,NA,NA,24.8339973439575
"823",823,390490093861,0,0,192,1010,NA,NA,333,NA,NA,NA,25,NA,NA,25.4,1022,1975,NA,5,246,661,NA,NA,1348,82,NA,NA,NA,297,NA,NA,NA,NA,NA,NA,1091,1348,0.124054462934947,22.0326409495549,74.9258160237389,1.85459940652819,NA,NA,NA,NA,46,NA,NA,NA,NA,NA,NA,NA,80.9347181008902
"824",824,390490093862,0,317,189,435,NA,NA,341,NA,NA,NA,144,NA,NA,28.8,966,1977,NA,30,202,564,NA,NA,1519,21,NA,NA,NA,403,NA,NA,NA,NA,NA,NA,1169,1519,0.0372340425531915,26.530612244898,28.6372613561554,9.47992100065833,NA,NA,NA,NA,44,NA,NA,NA,NA,NA,NA,NA,76.9585253456221
"825",825,390490093901,0,614,227,1033,NA,NA,936,NA,NA,NA,213,NA,NA,35.8,1399,1994,NA,0,240,1247,NA,NA,3594,71,NA,NA,NA,1667,NA,NA,NA,NA,NA,NA,601,3594,0.0569366479550922,46.3828603227602,28.7423483583751,5.92654424040067,NA,NA,NA,NA,27,NA,NA,NA,NA,NA,NA,NA,16.7223149693934
"826",826,390490093902,0,0,311,417,NA,NA,785,NA,NA,NA,488,NA,NA,35.1,894,1990,NA,64,329,1114,NA,NA,2462,0,NA,NA,NA,1509,NA,NA,NA,NA,NA,NA,178,2462,0,61.2916328188465,16.9374492282697,19.821283509342,NA,NA,NA,NA,31,NA,NA,NA,NA,NA,NA,NA,7.22989439480097
"827",827,390490093903,0,101,0,350,NA,NA,270,NA,NA,NA,71,NA,NA,47.5,NA,2004,NA,71,0,270,NA,NA,824,0,NA,NA,NA,282,NA,NA,NA,NA,NA,NA,0,824,0,34.2233009708738,42.4757281553398,8.61650485436893,NA,NA,NA,NA,17,NA,NA,NA,NA,NA,NA,NA,0
"828",828,390490093911,0,81,279,1039,NA,NA,386,NA,NA,NA,35,NA,NA,33.2,1072,1981,NA,0,359,793,NA,NA,1595,48,NA,NA,NA,279,NA,NA,NA,NA,NA,NA,1302,1595,0.0605296343001261,17.4921630094044,65.141065830721,2.19435736677116,NA,NA,NA,NA,40,NA,NA,NA,NA,NA,NA,NA,81.6300940438871
"829",829,390490093912,0,97,91,1008,NA,NA,793,NA,NA,NA,274,NA,NA,31.8,NA,1985,NA,0,91,884,NA,NA,2948,0,NA,NA,NA,1261,NA,NA,NA,NA,NA,NA,538,2948,0,42.774762550882,34.1926729986431,9.2944369063772,NA,NA,NA,NA,36,NA,NA,NA,NA,NA,NA,NA,18.2496607869742
"830",830,390490093913,0,48,282,428,NA,NA,191,NA,NA,NA,11,NA,NA,40.1,634,1985,NA,18,287,478,NA,NA,796,0,NA,NA,NA,302,NA,NA,NA,NA,NA,NA,410,796,0,37.9396984924623,53.7688442211055,1.38190954773869,NA,NA,NA,NA,36,NA,NA,NA,NA,NA,NA,NA,51.5075376884422
"831",831,390490093921,0,0,105,441,NA,NA,187,NA,NA,NA,11,NA,NA,39.4,1081,2002,NA,0,121,308,NA,NA,594,0,NA,NA,NA,151,NA,NA,NA,NA,NA,NA,589,594,0,25.4208754208754,74.2424242424242,1.85185185185185,NA,NA,NA,NA,19,NA,NA,NA,NA,NA,NA,NA,99.1582491582492
"832",832,390490093922,0,0,104,651,NA,NA,245,NA,NA,NA,65,NA,NA,40.8,1140,2001,NA,0,186,471,NA,NA,993,40,NA,NA,NA,340,NA,NA,NA,NA,NA,NA,638,993,0.0849256900212314,34.2396777442095,65.558912386707,6.54582074521652,NA,NA,NA,NA,20,NA,NA,NA,NA,NA,NA,NA,64.2497482376637
"833",833,390490093923,0,107,161,687,NA,NA,592,NA,NA,NA,225,NA,NA,33.3,1042,2000,NA,0,182,823,NA,NA,1820,49,NA,NA,NA,531,NA,NA,NA,NA,NA,NA,1175,1820,0.0595382746051033,29.1758241758242,37.7472527472527,12.3626373626374,NA,NA,NA,NA,21,NA,NA,NA,NA,NA,NA,NA,64.5604395604396
"834",834,390490093931,0,64,203,1076,NA,NA,266,NA,NA,NA,0,NA,NA,37.9,975,1959,NA,19,221,544,NA,NA,1267,57,NA,NA,NA,97,NA,NA,NA,NA,NA,NA,874,1267,0.104779411764706,7.65588003157064,84.9250197316496,0,NA,NA,NA,NA,62,NA,NA,NA,NA,NA,NA,NA,68.9818468823994
